0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	1
17	0	0	1
18	0	0	1
19	0	0	1
20	0	0	1
21	0	0	1
22	0	0	1
23	0	0	1
24	0	0	1
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
31	0	0	0
32	0	0	0
33	0	0	0
34	1	0	0
33	1	0	0
32	1	0	0
31	1	0	0
30	1	0	0
29	1	0	0
28	1	0	0
27	1	0	0
26	1	0	0
25	1	0	0
24	1	0	1
23	1	0	1
22	1	0	1
21	1	0	1
20	1	0	1
19	1	0	1
18	1	0	1
17	1	0	1
16	1	0	1
15	1	0	1
14	1	0	1
13	1	0	1
12	1	0	1
11	1	0	0
10	1	0	0
9	1	0	0
8	1	0	0
7	1	0	0
6	1	0	0
5	1	0	0
4	1	0	0
3	1	0	0
2	1	0	0
1	1	0	0
0	2	0	0
1	2	0	0
2	2	0	0
3	2	0	0
4	2	0	0
5	2	0	0
6	2	0	0
7	2	0	0
8	2	0	0
9	2	0	0
10	2	0	0
11	2	0	0
12	2	0	0
13	2	0	1
14	2	0	1
15	2	0	1
16	2	0	1
17	2	0	1
18	2	0	1
19	2	0	1
20	2	0	1
21	2	0	1
22	2	0	1
23	2	0	1
24	2	0	1
25	2	0	1
26	2	0	1
27	2	0	1
28	2	0	0
29	2	0	0
30	2	0	0
31	2	0	0
32	2	0	0
33	2	0	0
34	3	0	0
33	3	0	0
32	3	0	0
31	3	0	0
30	3	0	0
29	3	0	0
28	3	0	0
27	3	0	0
26	3	0	1
25	3	0	1
24	3	0	1
23	3	0	1
22	3	0	1
21	3	0	2
20	3	0	2
19	3	0	2
18	3	0	2
17	3	0	2
16	3	0	1
15	3	0	1
14	3	0	1
13	3	0	1
12	3	0	1
11	3	0	1
10	3	0	1
9	3	0	0
8	3	0	0
7	3	0	0
6	3	0	0
5	3	0	0
4	3	0	0
3	3	0	0
2	3	0	0
1	3	0	0
0	4	0	0
1	4	0	0
2	4	0	0
3	4	0	0
4	4	0	0
5	4	0	0
6	4	0	0
7	4	0	0
8	4	0	0
9	4	0	0
10	4	0	0
11	4	0	1
12	4	0	1
13	4	0	1
14	4	0	1
15	4	0	2
16	4	0	2
17	4	0	2
18	4	0	2
19	4	0	2
20	4	0	2
21	4	0	2
22	4	0	2
23	4	0	2
24	4	0	1
25	4	0	1
26	4	0	1
27	4	0	1
28	4	0	1
29	4	0	1
30	4	0	0
31	4	0	0
32	4	0	0
33	4	0	0
34	5	0	0
33	5	0	0
32	5	0	0
31	5	0	0
30	5	0	0
29	5	0	0
28	5	0	1
27	5	0	1
26	5	0	1
25	5	0	1
24	5	0	2
23	5	0	2
22	5	0	2
21	5	0	2
20	5	0	2
19	5	0	2
18	5	0	2
17	5	0	2
16	5	0	2
15	5	0	2
14	5	0	2
13	5	0	1
12	5	0	1
11	5	0	1
10	5	0	1
9	5	0	1
8	5	0	0
7	5	0	0
6	5	0	0
5	5	0	0
4	5	0	0
3	5	0	0
2	5	0	0
1	5	0	0
0	6	0	0
1	6	0	0
2	6	0	0
3	6	0	0
4	6	0	0
5	6	0	0
6	6	0	0
7	6	0	0
8	6	0	0
9	6	0	1
10	6	0	1
11	6	0	1
12	6	0	1
13	6	0	2
14	6	0	2
15	6	0	2
16	6	0	2
17	6	0	2
18	6	0	2
19	6	0	2
20	6	0	2
21	6	0	2
22	6	0	2
23	6	0	2
24	6	0	2
25	6	0	2
26	6	0	1
27	6	0	1
28	6	0	1
29	6	0	1
30	6	0	1
